PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,YEAR
Aaron Williams,NJN,30,82,52,30,18.9,7.2,2.8,5.4,52.6,0.0,0.0,0.0,1.6,2.3,69.9,1.4,2.7,4.1,0.9,1.0,0.4,0.9,2.6,16.5,0,0,1.5,2001
Hakeem Olajuwon,TOR,39,61,33,28,22.5,7.1,3.2,6.9,46.4,0.0,0.0,0.0,0.8,1.4,56.0,1.6,4.4,6.0,1.1,1.6,1.2,1.5,2.4,22.5,4,0,0.4,2001
Christian Laettner,WAS,32,57,21,36,25.3,7.1,2.9,6.4,46.4,0.0,0.2,20.0,1.2,1.3,86.8,1.3,4.0,5.3,2.6,1.5,1.1,0.4,2.3,20.4,4,0,-2.0,2001
Zeljko Rebraca,DET,30,74,46,28,15.9,6.9,2.6,5.1,50.5,0.0,0.0,0.0,1.8,2.4,77.1,1.1,2.8,3.9,0.5,1.1,0.4,1.0,2.6,15.4,1,0,0.8,2001
Tony Battie,BOS,26,74,42,32,24.6,6.9,2.9,5.3,54.1,0.0,0.0,0.0,1.2,1.8,67.7,2.5,4.0,6.5,0.5,0.7,0.8,0.9,3.0,19.9,3,0,1.6,2001
Predrag Drobnjak,SEA,26,64,37,27,18.3,6.8,3.0,6.5,46.1,0.0,0.0,0.0,0.9,1.1,75.3,1.2,2.3,3.4,0.8,0.8,0.3,0.5,1.7,13.7,1,0,1.5,2001
Eddy Curry,CHI,19,72,20,52,16.0,6.7,2.6,5.2,50.1,0.0,0.0,0.0,1.5,2.2,65.6,1.5,2.2,3.8,0.3,1.0,0.2,0.7,2.4,13.7,4,0,-3.6,2001
Kelvin Cato,HOU,27,75,26,49,25.6,6.6,2.5,4.3,58.3,0.0,0.0,0.0,1.5,2.6,58.2,2.3,4.7,7.0,0.4,0.7,0.5,1.3,2.8,20.2,11,0,-2.0,2001
Jarron Collins,UTA,23,70,40,30,20.6,6.4,2.3,4.9,46.1,0.0,0.0,0.0,1.9,2.6,74.0,2.0,2.3,4.2,0.8,0.8,0.4,0.3,3.3,14.1,1,0,0.6,2001
Scot Pollard,SAC,27,80,59,21,23.5,6.4,2.5,4.5,55.0,0.0,0.0,0.0,1.4,2.1,69.3,2.4,4.7,7.1,0.7,0.9,0.9,1.0,2.5,20.5,7,0,3.8,2001
Calvin Booth,SEA,26,15,6,9,18.5,6.2,2.3,5.5,42.7,0.0,0.0,0.0,1.5,1.6,95.8,1.3,2.3,3.6,1.1,1.1,0.4,0.9,3.1,14.9,0,0,-2.8,2001
Tyson Chandler,CHI,19,71,19,52,19.6,6.1,2.1,4.3,49.7,0.0,0.0,0.0,1.9,3.1,60.4,1.6,3.2,4.8,0.8,1.4,0.4,1.3,2.5,16.8,7,0,-3.0,2001
Kevin Willis,HOU,39,52,16,36,16.7,6.1,2.4,5.5,44.0,0.0,0.0,0.0,1.3,1.7,74.7,2.0,3.7,5.8,0.3,0.8,0.5,0.4,1.9,15.3,6,0,-2.3,2001
Patrick Ewing,ORL,39,65,35,30,13.8,6.0,2.3,5.1,44.4,0.0,0.0,0.0,1.4,2.1,70.1,0.9,3.1,4.0,0.5,1.0,0.3,0.7,2.0,13.8,2,0,-0.3,2001
Zendon Hamilton,DEN,27,54,17,37,15.7,6.0,1.9,4.5,42.0,0.0,0.0,0.0,2.2,3.4,65.2,2.0,2.6,4.7,0.3,1.1,0.4,0.3,1.9,13.1,5,0,-4.1,2001
Jeff Foster,IND,25,82,42,40,21.8,5.7,2.2,4.8,44.9,0.0,0.2,13.3,1.4,2.2,61.0,2.5,4.3,6.8,0.9,1.0,0.9,0.5,2.8,18.1,8,0,-0.5,2001
Wang Zhi-zhi,DAL,24,55,38,17,10.8,5.6,2.0,4.5,44.0,0.9,2.1,41.4,0.8,1.0,73.7,0.3,1.7,2.0,0.4,0.5,0.2,0.3,1.5,9.7,0,0,1.3,2001
Tony Massenburg,MEM,34,73,18,55,17.1,5.5,2.2,4.8,45.6,0.0,0.0,100,1.2,1.6,71.8,1.4,3.1,4.4,0.4,0.9,0.4,0.4,2.4,13.0,3,0,-4.3,2001
Alan Henderson,ATL,29,26,14,12,16.3,5.5,2.3,4.5,50.9,0.0,0.0,100,0.9,1.7,53.3,1.2,2.5,3.7,0.4,0.8,0.4,0.6,1.5,12.8,1,0,1.2,2001
Jahidi White,WAS,26,71,33,38,19.0,5.4,2.1,3.9,53.8,0.0,0.0,0.0,1.2,2.2,53.9,2.2,4.0,6.3,0.2,0.9,0.4,1.1,2.3,16.6,6,0,-1.3,2001
Jerome James,SEA,26,56,30,26,17.0,5.3,2.4,4.9,49.1,0.0,0.0,0.0,0.5,1.1,50.0,1.6,2.6,4.1,0.4,1.3,0.4,1.5,3.1,15.6,1,0,3.2,2001
Mengke Bateer,DEN,26,27,9,18,15.1,5.1,2.0,4.9,40.2,0.1,0.4,33.3,1.1,1.4,78.4,1.2,2.4,3.6,0.8,1.2,0.4,0.2,3.5,11.1,0,0,-2.0,2001
Brendan Haywood,WAS,22,62,32,30,20.4,5.1,1.8,3.6,49.3,0.0,0.0,0.0,1.6,2.6,60.6,2.3,2.9,5.2,0.5,0.8,0.3,1.5,2.5,16.6,2,0,-0.9,2001
Jake Voskuhl,PHX,24,59,27,32,15.3,5.0,1.8,3.3,55.4,0.0,0.0,0.0,1.4,1.8,75.2,1.7,2.5,4.2,0.3,0.8,0.2,0.4,2.4,11.5,0,0,-1.4,2001
Ratko Varda,DET,23,1,0,1,5.7,5.0,2.0,3.0,66.7,0.0,0.0,0.0,1.0,1.0,100,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,5.2,0,0,-1.0,2001
Scott Williams,DEN,34,41,11,30,17.9,4.9,2.1,5.3,39.6,0.0,0.0,0.0,0.7,1.0,73.2,2.0,3.1,5.1,0.3,0.9,0.4,0.8,2.4,14.3,2,0,-4.1,2001
Hanno Mottola,ATL,25,82,33,49,16.7,4.8,2.1,4.7,44.0,0.0,0.2,7.7,0.7,0.9,75.0,1.0,2.3,3.3,0.6,0.9,0.2,0.2,2.1,10.2,1,0,-1.9,2001
Adonal Foyle,GSW,27,79,19,60,18.8,4.8,2.2,4.9,44.4,0.0,0.0,0.0,0.5,1.2,39.8,1.9,3.0,4.9,0.5,1.0,0.5,2.1,2.3,18.2,3,0,-2.6,2001
Marc Jackson,MIN,27,39,15,24,12.8,4.8,1.5,4.2,36.6,0.0,0.0,0.0,1.7,2.1,82.5,1.2,2.1,3.3,0.4,0.8,0.3,0.2,1.8,9.8,0,0,-0.7,2001
Michael Doleac,CLE,25,42,14,28,16.9,4.6,1.9,4.5,41.7,0.0,0.0,0.0,0.9,1.1,82.6,1.1,2.9,4.0,0.6,0.9,0.4,0.3,2.3,11.3,3,0,-3.0,2001
Vitaly Potapenko,BOS,27,79,47,32,17.0,4.6,1.7,3.8,45.5,0.0,0.0,0.0,1.1,1.5,74.2,2.1,2.3,4.4,0.4,0.8,0.5,0.2,2.2,11.7,5,0,-0.6,2001
Sean Marks,MIA,26,21,7,14,15.2,4.6,1.8,4.2,43.2,0.0,0.0,0.0,1.0,1.6,58.8,0.9,2.7,3.6,0.4,0.9,0.2,0.5,1.9,10.7,1,0,-2.1,2001
Jason Collins,NJN,23,77,47,30,18.2,4.5,1.5,3.6,42.1,0.0,0.0,50.0,1.5,2.1,70.1,1.7,2.2,3.9,1.1,0.9,0.4,0.6,2.2,12.8,3,0,1.3,2001
Kwame Brown,WAS,20,57,26,31,14.3,4.5,1.6,4.3,38.7,0.0,0.0,0.0,1.2,1.7,70.7,1.1,2.4,3.5,0.8,0.8,0.3,0.5,1.8,11.3,2,0,-1.5,2001
Art Long,SEA,29,63,37,26,15.7,4.5,1.9,3.9,49.2,0.0,0.0,0.0,0.7,1.3,52.9,1.7,2.3,4.0,0.7,1.0,0.3,0.4,2.9,11.7,3,0,-0.4,2001
Etan Thomas,WAS,24,47,20,27,13.2,4.3,1.7,3.2,53.6,0.0,0.0,0.0,0.9,1.6,55.4,1.2,2.7,3.9,0.1,0.6,0.4,0.7,1.6,11.9,2,0,0.4,2001
Vladimir Stepania,MIA,26,67,31,36,13.2,4.3,1.7,3.7,47.0,0.0,0.0,50.0,0.7,1.6,48.1,1.5,2.5,4.0,0.2,0.8,0.4,0.7,1.5,11.7,2,0,-1.3,2001
Shawn Bradley,DAL,30,53,34,19,14.3,4.1,1.5,3.1,47.9,0.0,0.0,0.0,1.1,1.2,92.2,1.0,2.3,3.3,0.4,0.5,0.5,1.2,2.4,13.3,0,0,0.8,2001
Danny Manning,DAL,36,41,28,13,13.5,4.0,1.7,3.6,47.7,0.0,0.2,14.3,0.5,0.8,66.7,0.6,2.0,2.6,0.7,0.6,0.5,0.5,2.0,10.7,0,0,-0.9,2001
Mamadou N'diaye,TOR,27,5,1,4,9.4,4.0,1.2,2.0,60.0,0.0,0.0,0.0,1.6,2.0,80.0,1.2,1.0,2.2,0.0,0.2,0.0,0.4,1.2,7.6,0,0,-1.0,2001
Shawnelle Scott,DEN,30,21,7,14,11.9,3.9,1.8,3.6,49.3,0.0,0.0,0.0,0.4,1.0,40.0,2.5,2.4,4.9,0.4,0.7,0.1,0.3,2.3,10.9,0,0,-1.3,2001
Robert Traylor,CHH,25,61,30,31,11.1,3.7,1.4,3.3,42.6,0.0,0.0,100,0.9,1.4,63.1,1.1,2.0,3.1,0.6,0.7,0.4,0.6,2.1,10.6,1,0,-0.9,2001
Dalibor Bagaric,CHI,21,50,13,37,12.7,3.7,1.4,3.6,40.4,0.0,0.0,0.0,0.8,1.4,58.6,1.1,2.1,3.2,0.5,0.9,0.3,0.5,2.2,9.8,0,0,-2.8,2001
Ike Austin,MEM,32,21,5,16,14.6,3.6,1.7,4.4,39.1,0.0,0.1,0.0,0.2,0.2,100,0.5,2.9,3.4,0.6,0.5,0.4,0.2,1.7,10.1,1,0,-4.4,2001
Corie Blount,PHI,33,72,39,33,19.9,3.6,1.6,3.5,45.8,0.0,0.0,0.0,0.4,0.6,64.4,2.1,3.0,5.1,0.6,0.7,0.7,0.4,2.4,13.1,2,0,-1.8,2001
Steven Hunter,ORL,20,53,27,26,9.7,3.6,1.3,2.8,45.6,0.0,0.0,0.0,1.0,1.8,58.5,0.8,1.1,1.8,0.1,0.3,0.1,0.8,1.5,8.3,0,0,-1.9,2001
Brian Skinner,CLE,26,65,21,44,17.0,3.4,1.4,2.5,54.3,0.0,0.0,0.0,0.7,1.2,60.8,1.4,2.9,4.3,0.3,0.6,0.4,0.9,2.0,12.3,2,0,-0.6,2001
Greg Ostertag,UTA,29,74,39,35,15.0,3.3,1.2,2.7,45.3,0.0,0.0,0.0,0.9,1.8,48.5,1.7,2.5,4.2,0.7,0.7,0.2,1.5,2.1,13.7,2,0,0.9,2001
Don Reid,ORL,28,68,37,31,10.5,3.3,1.3,2.8,47.4,0.0,0.0,0.0,0.6,1.0,64.7,1.0,1.6,2.6,0.4,0.8,0.3,0.6,2.6,9.0,0,0,-0.8,2001
John Amaechi,UTA,31,54,28,26,10.9,3.2,1.0,3.1,32.5,0.0,0.0,0.0,1.2,1.9,63.8,1.0,1.1,2.0,0.5,1.0,0.1,0.2,1.2,6.4,0,0,-2.4,2001
Jabari Smith,PHI,25,23,17,6,7.9,3.2,1.1,2.7,41.3,0.0,0.1,0.0,0.9,1.4,65.6,0.3,0.9,1.2,0.5,0.2,0.3,0.3,1.3,6.7,0,0,0.7,2001
Chris Andersen,DEN,23,24,9,15,10.9,3.0,1.0,3.1,33.8,0.0,0.2,0.0,0.9,1.2,78.6,1.6,1.6,3.2,0.3,0.5,0.3,1.2,1.5,11.1,0,0,1.2,2001
Sean Rooks,LAC,32,61,28,33,12.0,3.0,1.3,3.2,41.8,0.0,0.0,0.0,0.3,0.5,72.4,0.5,1.5,2.0,0.4,0.3,0.2,0.3,1.9,7.3,0,0,0.0,2001
Carlos Rogers,IND,31,22,9,13,7.7,2.7,1.1,2.0,55.8,0.0,0.3,16.7,0.5,0.9,52.6,0.6,1.1,1.7,0.1,0.2,0.2,0.3,0.8,6.2,0,0,-1.3,2001
Joel Przybilla,MIL,22,71,33,38,15.9,2.7,1.1,2.0,53.5,0.0,0.0,0.0,0.5,1.3,42.2,1.1,2.9,4.0,0.3,0.6,0.3,1.7,2.8,13.1,1,0,-0.8,2001
Daniel Santiago,PHX,26,3,0,3,8.1,2.7,1.3,2.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.3,0.7,0.7,0.0,0.3,1.3,6.8,0,0,-2.0,2001
Andrew DeClercq,ORL,29,61,31,30,10.4,2.7,1.1,2.4,45.0,0.0,0.0,0.0,0.5,0.8,56.0,1.2,1.5,2.7,0.4,0.6,0.4,0.4,2.1,8.1,0,0,-0.2,2001
Mikki Moore,DET,26,30,15,15,7.1,2.6,1.0,2.0,47.5,0.0,0.1,50.0,0.7,0.9,76.9,0.7,1.0,1.7,0.4,0.5,0.2,0.3,1.2,6.4,0,0,0.3,2001
Ervin Johnson,MIL,34,81,41,40,20.5,2.6,1.1,2.4,46.1,0.0,0.0,0.0,0.4,0.8,45.5,1.8,4.0,5.8,0.3,0.6,0.5,1.0,2.7,13.7,0,0,-0.4,2001
Eric Montross,TOR,30,49,26,23,13.4,2.4,1.1,2.7,40.2,0.0,0.0,0.0,0.2,0.6,32.3,0.7,2.1,2.9,0.3,0.5,0.2,0.5,1.9,7.9,1,0,-2.2,2001
Mark Blount,BOS,26,44,27,17,9.4,2.1,0.7,1.7,42.1,0.0,0.0,0.0,0.7,0.8,81.1,0.6,1.3,1.9,0.2,0.5,0.4,0.4,1.3,6.7,0,0,-0.8,2001
Evan Eschmeyer,DAL,27,31,22,9,9.6,2.0,0.7,1.6,42.0,0.0,0.0,0.0,0.6,1.1,60.6,1.1,2.0,3.2,0.3,0.5,0.3,0.3,1.9,7.6,0,0,0.7,2001
Michael Stewart,TOR,27,11,2,9,8.3,2.0,0.7,2.1,34.8,0.0,0.0,0.0,0.5,1.0,54.5,1.1,1.2,2.3,0.3,0.4,0.4,0.3,2.0,6.7,0,0,0.2,2001
Travis Knight,NYK,27,49,19,30,8.8,2.0,0.8,2.3,36.3,0.0,0.0,0.0,0.3,0.4,76.2,1.0,1.1,2.1,0.2,0.6,0.2,0.2,1.9,5.5,0,0,-1.9,2001
Mark Pope,MIL,29,45,25,20,9.5,1.9,0.8,2.0,39.6,0.1,0.6,16.0,0.2,0.5,52.4,0.4,1.2,1.6,0.4,0.3,0.2,0.2,1.0,5.6,0,0,-1.1,2001
Amal McCaskill,SAS,28,27,22,5,5.7,1.9,0.7,1.8,40.8,0.0,0.0,0.0,0.4,1.0,46.2,0.6,0.7,1.3,0.1,0.5,0.2,0.4,0.9,5.0,0,0,-2.1,2001
Obinna Ekezie,LAC,26,29,13,16,5.1,1.9,0.4,1.3,33.3,0.0,0.0,0.0,1.0,1.4,70.0,0.4,0.8,1.2,0.1,0.3,0.1,0.2,0.6,3.9,0,0,0.4,2001
Loren Woods,MIN,24,60,41,19,8.6,1.8,0.6,1.6,34.4,0.0,0.0,0.0,0.7,1.0,73.3,0.8,1.3,2.0,0.4,0.6,0.3,0.6,1.0,6.8,0,0,-0.6,2001
Olumide Oyedeji,SEA,21,36,19,17,6.2,1.5,0.6,1.1,53.7,0.0,0.0,0.0,0.3,0.5,61.1,0.8,1.4,2.2,0.1,0.4,0.1,0.1,1.0,4.4,0,0,0.4,2001
Cherokee Parks,SAS,29,42,30,12,5.5,1.5,0.7,2.0,36.1,0.0,0.0,0.0,0.1,0.2,37.5,0.6,0.8,1.4,0.2,0.3,0.2,0.2,0.8,4.3,0,0,-1.6,2001
Samuel Dalembert,PHI,22,34,18,16,5.2,1.5,0.6,1.5,44.0,0.0,0.0,0.0,0.2,0.5,38.9,0.7,1.3,2.0,0.1,0.4,0.2,0.4,0.9,5.4,0,0,-0.6,2001
Bruno Sundov,IND,22,22,11,11,3.9,1.5,0.7,1.8,40.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.6,1.0,0.1,0.2,0.1,0.1,0.7,3.4,0,0,0.1,2001
DeSagana Diop,CLE,20,18,8,10,6.1,1.4,0.7,1.6,41.4,0.0,0.0,0.0,0.1,0.3,20.0,0.3,0.7,0.9,0.3,0.7,0.1,0.6,1.1,4.1,0,0,-0.3,2001
Ruben Boumtje-Boumtje,POR,24,33,17,16,7.4,1.2,0.4,1.0,40.6,0.0,0.0,0.0,0.4,0.8,52.0,0.6,1.0,1.7,0.1,0.4,0.1,0.5,1.2,4.7,0,0,-2.5,2001
Greg Foster,MIL,33,6,2,4,4.2,1.2,0.3,1.5,22.2,0.0,0.7,0.0,0.5,0.7,75.0,0.0,1.3,1.3,0.2,0.0,0.0,0.0,0.7,3.0,0,0,-1.8,2001
Alvin Jones,PHI,23,23,17,6,5.4,1.1,0.3,0.9,40.0,0.0,0.0,0.0,0.4,0.9,50.0,0.6,1.0,1.6,0.1,0.5,0.1,0.4,1.5,4.3,0,0,-0.5,2001
Chris Dudley,POR,37,43,27,16,7.6,1.1,0.5,1.2,40.0,0.0,0.0,0.0,0.2,0.3,53.3,0.6,1.2,1.9,0.3,0.3,0.1,0.3,1.0,4.7,0,0,0.3,2001
Michael Ruffin,PHI,25,15,5,10,11.2,1.1,0.5,1.7,26.9,0.0,0.0,0.0,0.1,0.5,25.0,1.5,1.9,3.4,0.3,0.7,0.3,0.5,1.5,7.5,0,0,-3.1,2001
Dean Garrett,GSW,35,34,24,10,5.3,1.1,0.5,1.6,32.7,0.0,0.0,0.0,0.0,0.1,0.0,0.5,1.2,1.7,0.1,0.3,0.2,0.3,0.9,4.5,0,0,0.1,2001
Ernest Brown,MIA,23,3,0,3,7.1,1.0,0.3,2.0,16.7,0.0,0.0,0.0,0.3,1.3,25.0,0.3,1.7,2.0,0.0,1.0,0.0,0.3,1.3,3.4,0,0,-7.3,2001
Felton Spencer,NYK,34,32,10,22,7.8,0.9,0.2,0.8,23.1,0.0,0.0,0.0,0.5,1.0,51.5,0.5,1.1,1.6,0.1,0.4,0.2,0.3,2.3,4.0,0,0,-0.5,2001
Matt Geiger,PHI,32,4,0,4,8.8,0.8,0.3,2.0,12.5,0.0,0.0,0.0,0.3,0.5,50.0,0.8,0.8,1.5,0.0,0.5,0.0,0.5,0.5,3.6,0,0,-6.5,2001
Steve Goodrich,NJN,26,9,7,2,5.5,0.6,0.2,1.1,20.0,0.0,0.0,0.0,0.1,0.2,50.0,0.1,0.4,0.6,0.6,0.3,0.1,0.2,1.1,2.7,0,0,-1.0,2001
Shaquille O'Neal,LAL,29,74,51,23,39.5,28.7,11.0,19.2,57.2,0.0,0.0,0.0,6.7,13.1,51.3,3.9,8.8,12.7,3.7,2.9,0.6,2.8,3.5,56.8,60,0,6.3,2000
Tim Duncan,SAS,25,82,58,24,38.7,22.2,8.6,17.1,49.9,0.1,0.3,25.9,5.0,8.1,61.8,3.2,9.0,12.2,3.0,3.0,0.9,2.3,3.0,47.9,66,0,8.4,2000
Rasheed Wallace,POR,26,77,48,29,38.2,19.2,7.7,15.3,50.1,0.7,2.1,32.1,3.2,4.2,76.6,1.9,5.9,7.8,2.8,2.1,1.2,1.8,2.7,39.4,18,0,4.8,2000
Brian Grant,MIA,29,82,50,32,33.8,15.2,5.9,12.3,47.9,0.0,0.0,0.0,3.4,4.3,79.7,2.6,6.1,8.8,1.2,2.1,0.7,0.9,3.6,30.3,31,0,1.8,2000
David Robinson,SAS,35,80,57,23,29.6,14.4,5.0,10.3,48.6,0.0,0.0,0.0,4.4,5.9,74.7,2.6,6.0,8.6,1.5,1.5,1.0,2.5,2.7,35.8,22,0,7.0,2000
Antonio Davis,TOR,32,78,46,32,35.0,13.7,4.8,11.1,43.3,0.0,0.0,0.0,4.1,5.4,75.4,3.5,6.6,10.1,1.4,1.7,0.3,1.9,2.9,32.8,37,0,3.2,2000
Alonzo Mourning,MIA,31,13,8,5,23.5,13.6,5.6,10.8,51.8,0.0,0.1,0.0,2.4,4.2,56.4,2.7,5.1,7.8,0.9,2.2,0.3,2.4,1.8,30.2,2,0,2.2,2000
Marc Jackson,GSW,26,48,12,36,29.3,13.2,4.9,10.6,46.7,0.1,0.5,21.7,3.2,4.0,80.2,2.5,5.0,7.5,1.2,1.9,0.7,0.6,2.9,25.9,17,0,-5.1,2000
Elden Campbell,CHH,32,78,46,32,30.0,13.1,4.7,10.7,44.0,0.0,0.1,0.0,3.7,5.2,70.9,2.0,5.8,7.8,1.3,1.8,0.8,1.8,3.6,30.3,21,0,1.9,2000
Raef LaFrentz,DEN,25,78,38,40,31.5,12.9,5.0,10.4,47.7,0.7,1.8,36.7,2.3,3.4,69.8,2.2,5.6,7.8,1.4,1.2,0.5,2.6,3.7,32.4,21,0,-0.7,2000
Jermaine O'Neal,IND,22,81,40,41,32.6,12.9,5.0,10.7,46.5,0.0,0.1,0.0,2.9,4.8,60.1,3.1,6.7,9.8,1.2,2.0,0.6,2.8,3.5,34.7,40,0,0.4,2000
Theo Ratliff,PHI,28,50,36,14,36.0,12.4,4.6,9.1,49.9,0.0,0.0,0.0,3.3,4.3,76.0,2.5,5.8,8.3,1.2,2.5,0.6,3.7,3.3,34.6,12,0,4.5,2000
Lorenzen Wright,ATL,25,71,23,48,28.0,12.4,5.1,11.4,44.8,0.0,0.0,0.0,2.2,3.0,71.8,2.5,5.0,7.5,1.2,1.8,0.6,0.9,3.3,26.0,22,0,-4.2,2000
Marcus Camby,NYK,27,63,38,25,33.8,12.0,4.8,9.2,52.4,0.0,0.1,12.5,2.4,3.6,66.7,3.1,8.4,11.5,0.8,1.0,1.0,2.2,3.3,35.7,25,0,1.0,2000
Vlade Divac,SAC,33,81,55,26,29.8,12.0,4.5,9.3,48.2,0.0,0.2,28.6,3.0,4.3,69.1,2.6,5.8,8.3,2.9,2.4,1.1,1.1,3.0,30.6,19,0,3.6,2000
Hakeem Olajuwon,HOU,38,58,32,26,26.6,11.9,4.9,9.8,49.8,0.0,0.0,0.0,2.1,3.4,62.1,2.1,5.3,7.4,1.2,1.4,1.2,1.5,2.4,29.4,13,0,1.0,2000
Zydrunas Ilgauskas,CLE,26,24,15,9,25.6,11.7,4.8,9.8,48.7,0.0,0.1,0.0,2.2,3.3,67.9,2.7,4.0,6.7,0.8,2.5,0.6,1.5,3.3,24.8,4,0,-0.3,2000
Chris Gatling,CLE,33,74,28,46,22.6,11.4,4.4,9.9,44.9,0.4,1.2,30.4,2.1,3.1,68.4,1.3,3.9,5.3,0.8,1.6,0.7,0.4,2.5,20.6,4,0,-2.6,2000
Alan Henderson,ATL,28,73,20,53,24.8,10.5,4.1,9.2,44.4,0.0,0.0,0.0,2.4,3.7,63.8,2.5,3.1,5.6,0.7,1.7,0.7,0.4,2.2,19.8,11,0,-3.6,2000
Aaron Williams,NJN,29,82,26,56,28.5,10.2,3.6,7.9,45.7,0.0,0.0,0.0,3.0,3.8,78.7,2.6,4.6,7.2,1.1,1.6,0.7,1.4,3.9,25.1,12,0,-4.6,2000
Arvydas Sabonis,POR,36,61,37,24,21.2,10.1,4.0,8.5,47.9,0.0,0.2,6.7,2.0,2.6,77.6,0.8,4.6,5.4,1.5,1.4,0.7,1.0,2.2,22.5,3,0,4.0,2000
Dikembe Mutombo,PHI,35,75,33,42,34.6,10.0,3.6,7.4,48.4,0.0,0.0,0.0,2.8,3.9,72.5,4.1,9.4,13.5,1.0,1.9,0.4,2.7,2.7,35.1,33,0,0.7,2000
Patrick Ewing,SEA,38,79,42,37,26.6,9.6,3.7,8.7,43.0,0.0,0.0,0.0,2.2,3.2,68.5,1.6,5.8,7.4,1.2,1.9,0.7,1.2,2.9,23.8,14,0,-2.0,2000
LaPhonso Ellis,MIN,31,82,47,35,23.7,9.4,3.6,7.8,46.4,0.1,0.3,31.8,2.1,2.6,79.0,2.4,3.6,6.0,1.1,1.3,0.8,0.9,3.5,22.2,7,0,0.2,2000
Christian Laettner,WAS,31,78,38,40,21.3,9.3,3.6,7.1,50.3,0.1,0.2,30.8,2.2,2.6,83.3,1.5,3.2,4.7,1.6,1.8,0.9,0.6,3.1,20.1,5,0,-0.9,2000
Kevin Willis,DEN,38,78,35,43,23.4,9.3,3.9,8.8,44.1,0.0,0.1,16.7,1.4,1.9,76.9,2.3,4.6,6.8,0.6,1.1,0.7,0.7,2.8,21.5,14,0,-3.3,2000
Othella Harrington,NYK,27,74,26,48,24.5,9.0,3.3,6.9,48.7,0.0,0.0,0.0,2.3,3.0,76.3,1.9,3.4,5.2,0.8,2.0,0.5,0.6,3.2,17.7,6,0,-0.5,2000
Brad Miller,CHI,25,57,10,47,25.2,8.9,2.9,6.8,43.5,0.0,0.1,20.0,2.9,4.0,74.3,2.5,4.8,7.4,1.9,1.3,0.6,0.7,3.1,23.0,9,0,-3.9,2000
Jahidi White,WAS,25,68,17,51,23.6,8.6,3.0,6.0,49.8,0.0,0.0,0.0,2.6,4.6,56.7,2.6,5.0,7.7,0.3,2.0,0.5,1.6,3.1,22.5,10,0,-3.8,2000
Michael Olowokandi,LAC,26,82,31,51,25.9,8.5,3.8,8.6,43.5,0.0,0.0,0.0,1.0,1.9,54.5,2.0,4.4,6.4,0.6,2.1,0.4,1.3,3.0,20.1,10,0,-3.0,2000
Bryant Reeves,VAN,28,75,19,56,24.4,8.3,3.4,7.4,46.0,0.0,0.1,25.0,1.5,1.9,79.6,1.8,4.3,6.0,1.1,1.2,0.6,0.7,3.2,19.8,8,0,-2.6,2000
John Amaechi,ORL,30,82,43,39,20.9,7.9,2.9,7.2,40.0,0.0,0.1,0.0,2.1,3.4,63.1,0.9,2.3,3.3,0.9,1.5,0.3,0.4,2.1,13.8,0,0,-2.4,2000
Keon Clark,TOR,26,81,48,33,21.2,7.9,3.1,6.4,48.0,0.0,0.0,0.0,1.8,3.0,59.2,1.7,3.7,5.4,0.9,1.1,0.4,1.9,3.0,21.4,3,0,-0.2,2000
Nazr Mohammed,ATL,23,58,30,28,15.8,7.6,3.0,6.4,47.7,0.0,0.0,0.0,1.5,2.2,70.6,2.0,3.3,5.3,0.3,1.1,0.5,0.6,1.9,16.7,11,0,-0.7,2000
Chris Mihm,CLE,21,59,19,40,19.7,7.6,2.9,6.6,44.2,0.0,0.0,0.0,1.7,2.1,79.4,1.8,2.9,4.7,0.3,1.4,0.3,0.9,2.6,16.0,5,0,-1.3,2000
Vitaly Potapenko,BOS,26,82,36,46,23.2,7.5,3.0,6.4,47.6,0.0,0.0,0.0,1.4,1.9,72.8,2.5,3.5,6.0,0.8,1.3,0.6,0.3,2.8,17.3,7,0,-1.0,2000
Erick Dampier,GSW,25,43,7,36,24.2,7.4,2.9,7.3,40.1,0.0,0.0,0.0,1.6,2.9,53.2,2.3,3.6,5.8,1.4,1.9,0.4,1.3,2.9,19.8,4,0,-6.5,2000
Danny Manning,UTA,35,82,53,29,15.9,7.4,3.0,6.1,49.4,0.1,0.3,25.0,1.2,1.7,72.9,0.8,1.8,2.6,1.1,1.2,0.6,0.4,2.7,13.8,0,0,1.6,2000
Bo Outlaw,ORL,30,80,41,39,31.7,7.3,2.8,4.6,61.4,0.0,0.0,50.0,1.6,2.8,57.3,2.6,5.1,7.7,2.8,1.8,1.3,1.7,3.0,28.1,11,0,1.7,2000
Dale Davis,POR,32,81,49,32,26.7,7.2,3.0,6.0,49.7,0.0,0.0,0.0,1.2,1.9,63.2,2.9,4.6,7.5,1.3,0.8,0.5,0.9,2.5,21.6,13,0,2.0,2000
