PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,YEAR
Shawn Bradley,DAL,29,82,53,29,24.4,7.1,2.7,5.5,49.0,0.0,0.1,16.7,1.7,2.2,78.7,2.0,5.5,7.4,0.5,1.1,0.4,2.8,3.1,25.2,13,0,4.5,2000
Tony Battie,BOS,25,40,14,26,21.1,6.5,2.7,5.0,53.7,0.0,0.1,0.0,1.1,1.7,63.8,1.8,4.0,5.8,0.4,0.9,0.7,1.5,3.2,19.7,4,0,-1.1,2000
Scot Pollard,SAC,26,77,52,25,21.6,6.5,2.4,5.1,46.8,0.0,0.0,0.0,1.7,2.2,74.9,2.2,3.8,6.0,0.6,0.9,0.6,1.3,2.7,19.4,10,0,3.9,2000
Ben Wallace,DET,26,80,32,48,34.5,6.4,2.7,5.5,49.1,0.0,0.1,25.0,1.0,3.0,33.6,3.8,9.4,13.2,1.5,1.5,1.3,2.3,2.4,34.0,12,0,0.5,2000
Michael Doleac,ORL,24,77,41,36,18.1,6.4,2.9,6.8,41.7,0.0,0.0,0.0,0.6,0.8,84.7,0.9,2.6,3.5,0.8,0.8,0.5,0.5,3.1,14.2,1,0,1.4,2000
Jerome Williams,TOR,28,59,30,29,20.0,6.3,2.3,5.0,46.3,0.0,0.1,0.0,1.7,2.3,74.1,2.3,4.2,6.5,0.8,1.1,1.0,0.3,2.1,18.1,5,0,-0.2,2000
Scott Williams,MIL,33,66,43,23,19.2,6.1,2.6,5.5,47.4,0.0,0.1,25.0,0.9,1.1,85.7,1.5,4.0,5.5,0.5,0.6,0.7,0.5,2.7,16.5,4,0,4.7,2000
Matt Geiger,PHI,31,35,20,15,15.5,6.1,2.5,6.4,39.3,0.0,0.1,0.0,1.1,1.5,68.5,1.4,2.5,4.0,0.4,0.7,0.3,0.2,2.1,12.5,1,0,0.9,2000
Adonal Foyle,GSW,26,58,8,50,25.2,5.9,2.7,6.5,41.6,0.0,0.0,0.0,0.5,1.2,44.1,2.7,4.3,7.0,0.8,1.4,0.5,2.7,2.3,23.8,7,0,-5.4,2000
Robert Traylor,CLE,24,70,25,45,17.3,5.7,2.3,4.6,49.7,0.0,0.0,0.0,1.1,2.0,56.7,1.8,2.5,4.3,0.9,1.4,0.7,1.1,2.9,16.2,0,0,-1.4,2000
Sean Rooks,LAC,31,82,31,51,18.9,5.4,2.1,4.8,42.8,0.0,0.0,50.0,1.3,1.7,74.8,1.1,2.6,3.7,0.9,0.9,0.4,0.8,2.4,14.0,1,0,0.5,2000
Calvin Booth,DAL,25,55,19,36,16.9,5.3,2.2,4.6,47.6,0.0,0.0,0.0,1.0,1.4,67.9,1.4,3.1,4.5,0.8,1.0,0.5,2.0,2.7,18.5,1,0,-2.6,2000
Olden Polynice,UTA,36,81,53,28,20.0,5.3,2.5,5.1,49.6,0.0,0.0,0.0,0.2,0.8,26.2,1.9,2.7,4.7,0.4,1.0,0.3,1.0,3.0,14.4,1,0,1.6,2000
Wang Zhi-zhi,DAL,23,5,3,2,7.8,4.8,1.6,3.8,42.1,0.0,0.4,0.0,1.6,2.0,80.0,0.2,1.2,1.4,0.0,0.2,0.0,0.0,1.6,6.3,0,0,-5.8,2000
Kelvin Cato,HOU,26,35,19,16,17.8,4.7,1.8,3.2,57.7,0.0,0.0,0.0,1.1,1.6,64.9,1.3,2.7,4.0,0.3,0.7,0.4,0.9,2.5,13.1,1,0,3.5,2000
Jumaine Jones,PHI,22,65,43,22,13.3,4.7,1.9,4.2,44.4,0.3,0.9,33.3,0.6,0.8,75.5,1.0,1.9,2.9,0.5,0.6,0.5,0.2,1.0,10.4,1,0,-0.4,2000
Corie Blount,GSW,32,68,20,48,19.2,4.6,1.9,4.3,44.2,0.0,0.1,25.0,0.8,1.2,61.4,2.7,3.2,5.9,0.9,1.1,0.6,0.3,2.4,14.7,7,0,-4.3,2000
Cherokee Parks,LAC,28,65,23,42,16.2,4.6,2.1,4.2,48.9,0.0,0.1,0.0,0.5,0.7,70.5,1.1,2.4,3.5,0.7,0.6,0.4,0.6,1.9,12.1,2,0,-1.6,2000
Carlos Rogers,HOU,30,39,21,18,14.0,4.6,1.9,2.8,68.2,0.0,0.0,0.0,0.7,1.3,55.8,1.2,2.3,3.6,0.2,0.4,0.3,0.5,0.8,10.9,2,0,0.9,2000
Jamaal Magloire,CHH,23,74,42,32,14.8,4.6,1.6,3.7,45.0,0.0,0.0,0.0,1.3,2.0,65.5,1.4,2.6,4.0,0.4,0.8,0.2,1.1,1.9,13.0,0,0,0.7,2000
Rasho Nesterovic,MIN,25,73,41,32,17.0,4.5,2.0,4.4,46.1,0.0,0.0,0.0,0.5,0.9,52.3,1.4,2.6,3.9,0.6,0.8,0.3,0.9,2.6,13.0,3,0,0.0,2000
Jake Tsakalidis,PHX,22,57,36,21,16.6,4.5,1.8,3.8,47.0,0.0,0.0,0.0,0.9,1.6,59.3,1.5,2.8,4.2,0.3,1.2,0.2,1.0,2.4,12.3,0,0,-1.0,2000
Greg Ostertag,UTA,28,81,52,29,18.4,4.5,1.7,3.5,49.5,0.0,0.0,50.0,1.0,1.9,55.6,2.0,3.1,5.1,0.3,0.8,0.3,1.8,2.7,16.3,2,0,0.5,2000
Tony Massenburg,VAN,33,52,13,39,15.7,4.5,1.8,3.8,46.2,0.0,0.0,0.0,0.9,1.3,70.0,1.4,2.6,4.0,0.2,0.9,0.2,0.5,2.3,10.9,2,0,-2.3,2000
Mikki Moore,DET,25,81,32,49,14.2,4.4,1.6,3.3,49.3,0.0,0.0,0.0,1.2,1.6,73.1,1.5,2.4,3.9,0.4,0.9,0.3,0.8,2.5,12.0,1,0,-0.9,2000
Ike Austin,VAN,31,52,15,37,16.3,4.3,1.8,5.2,35.6,0.1,0.5,25.0,0.5,0.8,70.0,1.0,3.3,4.3,1.1,1.0,0.4,0.4,1.8,12.6,2,0,-1.9,2000
Todd MacCulloch,PHI,25,63,44,19,9.5,4.1,1.7,2.9,58.9,0.0,0.0,0.0,0.7,1.0,63.6,1.1,1.6,2.7,0.2,0.4,0.1,0.3,1.5,8.4,0,0,-0.4,2000
Brian Skinner,LAC,25,39,16,23,14.9,4.1,1.6,4.1,39.8,0.0,0.0,0.0,0.8,1.5,54.2,1.4,2.9,4.3,0.5,0.8,0.4,0.3,1.6,11.1,1,0,-2.4,2000
Zan Tabak,IND,31,55,29,26,14.1,3.9,1.8,3.4,52.7,0.0,0.0,0.0,0.4,0.9,42.6,1.2,2.7,3.9,0.6,1.0,0.2,0.5,2.3,10.6,2,0,0.1,2000
Bruno Sundov,IND,21,11,2,9,11.1,3.9,1.8,3.7,48.8,0.0,0.4,0.0,0.3,0.5,60.0,0.4,1.7,2.1,0.2,0.3,0.2,0.4,1.9,8.1,0,0,-3.1,2000
Andrew DeClercq,ORL,28,67,37,30,13.4,3.9,1.6,2.9,55.4,0.0,0.0,0.0,0.7,1.2,57.3,1.4,2.2,3.5,0.5,0.8,0.6,0.5,3.0,11.4,0,0,1.7,2000
Mark Blount,BOS,25,64,28,36,17.2,3.9,1.6,3.1,50.5,0.0,0.0,0.0,0.7,1.0,69.7,1.5,2.1,3.6,0.5,1.0,0.6,1.2,2.9,13.4,0,0,-1.1,2000
Loy Vaught,WAS,33,14,1,13,11.2,3.9,1.8,3.4,52.1,0.0,0.0,0.0,0.3,0.3,100,1.1,2.4,3.6,0.5,0.6,0.4,0.1,0.9,10.0,0,0,-1.5,2000
Sam Perkins,IND,40,64,34,30,15.6,3.8,1.3,3.5,38.1,0.6,1.7,34.5,0.5,0.6,84.2,0.5,2.1,2.6,0.6,0.3,0.5,0.3,1.0,10.0,0,0,0.6,2000
Jeff Foster,IND,24,71,34,37,16.3,3.5,1.4,3.0,46.9,0.0,0.1,28.6,0.7,1.3,51.6,2.0,3.5,5.5,0.5,0.7,0.5,0.4,2.1,12.9,3,0,0.5,2000
Evan Eschmeyer,NJN,26,74,23,51,18.0,3.4,1.2,2.7,46.0,0.0,0.0,0.0,0.9,1.4,65.7,1.8,3.1,4.9,0.5,0.7,0.6,0.8,3.0,13.4,0,0,0.6,2000
Ervin Johnson,MIL,33,82,52,30,24.2,3.2,1.3,2.4,54.5,0.0,0.0,0.0,0.6,1.1,53.8,2.5,5.0,7.5,0.5,0.6,0.5,1.2,3.1,17.5,2,0,2.4,2000
Daniel Santiago,PHX,25,54,34,20,10.7,3.1,1.2,2.5,47.8,0.0,0.0,0.0,0.8,1.1,68.9,0.6,1.2,1.9,0.2,0.9,0.3,0.4,1.9,7.0,0,0,0.0,2000
Dan McClintock,DEN,24,6,3,3,9.7,3.0,1.5,3.0,50.0,0.0,0.0,0.0,0.0,0.8,0.0,1.7,1.2,2.8,0.2,0.5,0.0,0.3,1.8,7.2,0,0,-4.5,2000
Zendon Hamilton,LAC,26,3,1,2,6.4,3.0,0.7,3.0,22.2,0.0,0.0,0.0,1.7,2.7,62.5,1.0,1.7,2.7,0.0,0.7,0.0,0.0,1.3,5.5,0,0,-3.0,2000
Obinna Ekezie,DAL,25,34,9,25,8.3,3.0,0.9,2.4,39.5,0.0,0.0,0.0,1.1,1.6,69.8,0.9,1.4,2.3,0.3,0.4,0.1,0.1,1.4,6.6,0,0,-1.8,2000
Jabari Smith,SAC,24,9,5,4,7.3,2.9,1.2,2.4,50.0,0.0,0.0,0.0,0.4,0.7,66.7,0.1,0.8,0.9,0.7,0.3,0.4,0.0,0.8,6.0,0,0,-0.3,2000
Vladimir Stepania,NJN,25,29,6,23,9.6,2.8,1.0,3.0,31.8,0.0,0.1,25.0,0.9,1.2,73.5,1.2,2.6,3.8,0.6,0.7,0.3,0.4,1.6,9.7,0,0,0.2,2000
Otis Thorpe,CHH,38,49,27,22,13.2,2.8,1.2,2.7,45.0,0.0,0.0,0.0,0.4,0.5,83.3,1.0,1.9,3.0,0.6,0.7,0.2,0.1,2.2,7.8,0,0,-0.5,2000
Todd Fuller,MIA,26,10,5,5,7.6,2.8,1.0,3.5,28.6,0.0,0.0,0.0,0.8,0.8,100,0.7,1.1,1.8,0.1,0.3,0.3,0.2,1.0,6.3,0,0,-0.7,2000
Michael Ruffin,CHI,24,45,8,37,19.5,2.6,0.9,2.0,44.4,0.0,0.0,0.0,0.9,1.7,50.6,2.2,3.6,5.8,0.9,1.0,0.7,0.8,2.9,14.4,2,0,-3.1,2000
Antonio Harvey,POR,30,12,6,6,6.0,2.6,1.1,2.3,46.4,0.0,0.0,0.0,0.4,0.5,83.3,0.4,0.8,1.2,0.3,0.3,0.1,0.5,0.8,6.0,0,0,-2.1,2000
Dean Garrett,MIN,34,70,41,29,11.9,2.5,1.1,2.2,48.1,0.0,0.0,0.0,0.4,0.6,69.2,0.9,2.2,3.1,0.3,0.4,0.4,0.7,1.3,9.6,0,0,-1.3,2000
Duane Causwell,MIA,33,31,14,17,12.4,2.5,1.0,2.7,37.6,0.0,0.0,0.0,0.4,0.8,48.0,0.7,1.9,2.7,0.2,0.7,0.3,0.6,2.2,7.7,0,0,-2.5,2000
Mark Pope,MIL,28,63,40,23,14.9,2.4,1.0,2.3,43.7,0.1,0.4,20.8,0.3,0.6,62.9,0.9,1.4,2.3,0.6,0.3,0.3,0.4,2.2,7.8,0,0,1.5,2000
Dragan Tarlac,CHI,28,43,4,39,13.9,2.4,0.9,2.3,39.4,0.0,0.0,0.0,0.6,0.8,75.8,0.9,2.0,2.8,0.7,0.9,0.2,0.4,2.2,7.8,0,0,-4.6,2000
Eric Montross,TOR,29,54,23,31,12.0,2.2,1.0,2.6,40.6,0.0,0.0,0.0,0.1,0.6,25.8,1.0,2.2,3.2,0.4,0.8,0.2,0.5,2.1,7.9,1,0,-2.6,2000
Felton Spencer,NYK,33,18,8,10,6.2,2.2,0.7,1.1,60.0,0.0,0.0,0.0,0.8,1.4,60.0,0.9,1.1,1.9,0.1,0.6,0.1,0.1,1.3,4.7,0,0,0.7,2000
Greg Foster,LAL,32,62,41,21,7.3,2.0,0.9,2.1,42.1,0.0,0.1,33.3,0.2,0.2,71.4,0.5,1.3,1.8,0.5,0.4,0.1,0.2,1.2,5.6,0,0,-1.9,2000
Luc Longley,NYK,32,25,16,9,12.0,2.0,0.7,2.2,33.3,0.0,0.0,0.0,0.5,0.7,76.5,1.0,1.6,2.6,0.3,0.9,0.1,0.4,2.0,6.1,0,0,1.2,2000
Jake Voskuhl,CHI,23,16,1,15,9.0,1.9,0.7,1.6,44.0,0.0,0.0,0.0,0.5,0.9,57.1,0.8,1.4,2.1,0.3,0.8,0.3,0.4,2.4,6.2,0,0,-3.9,2000
Terry Davis,DEN,34,19,7,12,11.9,1.7,0.6,1.3,48.0,0.0,0.0,0.0,0.5,1.2,40.9,1.3,1.5,2.8,0.4,0.3,0.1,0.1,1.8,5.7,0,0,-2.2,2000
Shawnelle Scott,SAS,29,27,25,2,5.3,1.6,0.6,1.5,41.5,0.0,0.0,0.0,0.3,0.8,40.9,0.9,1.0,1.9,0.1,0.4,0.2,0.2,0.9,4.9,1,0,-2.3,2000
Steve Goodrich,CHI,25,12,3,9,11.0,1.6,0.6,1.5,38.9,0.1,0.3,33.3,0.3,0.6,57.1,0.6,1.2,1.8,0.5,0.7,0.2,0.1,1.2,4.5,0,0,-0.8,2000
Jim McIlvaine,NJN,28,18,7,11,10.8,1.6,0.6,1.6,35.7,0.0,0.0,0.0,0.4,0.7,66.7,0.4,1.5,1.9,0.2,0.5,0.4,0.8,1.9,7.4,0,0,-2.4,2000
Olumide Oyedeji,SEA,20,30,17,13,7.3,1.5,0.6,1.2,48.6,0.0,0.0,0.0,0.3,0.4,75.0,0.8,1.4,2.2,0.1,0.4,0.2,0.3,1.3,5.6,0,0,1.7,2000
Chris Dudley,PHX,36,53,34,19,11.5,1.4,0.5,1.4,39.7,0.0,0.0,0.0,0.3,0.7,38.9,1.2,2.2,3.5,0.3,0.5,0.3,0.5,2.1,8.0,0,0,0.7,2000
Soumaila Samake,NJN,23,34,9,25,6.6,1.4,0.5,1.4,37.5,0.0,0.0,0.0,0.3,0.7,41.7,0.6,0.9,1.6,0.0,0.1,0.1,0.4,0.7,4.6,0,0,-0.7,2000
Dalibor Bagaric,CHI,20,35,9,26,7.4,1.3,0.5,1.9,26.2,0.0,0.0,0.0,0.4,0.8,46.4,0.6,1.0,1.6,0.3,0.6,0.3,0.5,1.3,5.2,0,0,-1.6,2000
Mamadou N'diaye,TOR,26,3,2,1,3.1,1.3,0.3,1.3,25.0,0.0,0.0,0.0,0.7,0.7,100,0.3,0.3,0.7,0.0,0.0,0.0,0.0,1.0,2.1,0,0,0.7,2000
Michael Stewart,TOR,26,26,16,10,4.7,1.3,0.4,1.3,32.4,0.0,0.0,0.0,0.4,0.7,61.1,0.6,0.5,1.1,0.1,0.2,0.2,0.1,0.7,3.3,0,0,-2.0,2000
Will Perdue,POR,35,13,10,3,4.3,1.1,0.5,0.7,66.7,0.0,0.0,0.0,0.2,0.3,50.0,0.5,0.9,1.4,0.2,0.0,0.2,0.2,0.6,4.1,0,0,0.2,2000
Mark Bryant,DAL,36,18,13,5,5.7,1.1,0.4,1.1,40.0,0.0,0.0,0.0,0.2,0.3,60.0,0.2,0.9,1.2,0.2,0.3,0.1,0.1,1.6,2.9,0,0,-1.1,2000
Joel Przybilla,MIL,21,33,22,11,8.1,0.8,0.4,1.1,34.3,0.0,0.0,0.0,0.1,0.3,27.3,0.9,1.3,2.2,0.1,0.4,0.1,0.9,1.7,6.1,0,0,-1.4,2000
Pervis Ellison,SEA,34,9,4,5,4.4,0.7,0.2,0.8,28.6,0.0,0.0,0.0,0.2,0.2,100,0.2,1.1,1.3,0.3,0.3,0.0,0.2,1.4,3.1,0,0,1.0,2000
Travis Knight,NYK,26,45,29,16,5.7,0.6,0.2,1.2,18.9,0.0,0.0,0.0,0.2,0.4,50.0,0.4,0.8,1.2,0.1,0.2,0.1,0.2,1.0,3.1,0,0,-0.6,2000
Garth Joseph,DEN,27,4,3,1,3.9,0.5,0.3,1.3,20.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.3,0.5,0.0,0.3,0.3,1.7,0,0,-2.5,2000
Art Long,SAC,28,9,8,1,2.1,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.7,0.9,0.1,0.2,0.0,0.3,0.6,2.0,0,0,-1.2,2000
Shaquille O'Neal,LAL,28,79,66,13,40.1,29.7,12.1,21.1,57.4,0.0,0.0,0.0,5.5,10.4,52.4,4.3,9.4,13.6,3.8,2.8,0.5,3.0,3.2,59.3,63,0,8.9,1999
Alonzo Mourning,MIA,30,79,50,29,34.7,21.7,8.3,15.0,55.1,0.0,0.1,0.0,5.2,7.4,71.1,2.7,6.8,9.5,1.6,2.7,0.5,3.7,3.9,45.5,38,0,3.4,1999
David Robinson,SAS,34,80,51,29,32.0,17.8,6.6,12.9,51.2,0.0,0.0,0.0,4.6,6.4,72.6,2.4,7.2,9.6,1.8,2.1,1.2,2.3,3.1,40.5,34,0,5.2,1999
Dirk Nowitzki,DAL,22,82,40,42,35.9,17.5,6.3,13.6,46.1,1.4,3.7,37.9,3.5,4.2,83.0,1.2,5.2,6.5,2.5,1.7,0.8,0.8,3.1,32.1,9,0,1.1,1999
Maurice Taylor,LAC,23,62,10,52,35.9,17.1,7.4,15.9,46.4,0.0,0.1,12.5,2.3,3.2,71.1,1.5,4.9,6.5,1.6,2.7,0.8,0.8,3.5,29.3,10,0,-9.5,1999
Patrick Ewing,NYK,37,62,39,23,32.8,15.0,5.8,12.5,46.6,0.0,0.0,0.0,3.3,4.6,73.1,2.3,7.5,9.7,0.9,2.3,0.6,1.4,3.2,31.6,22,0,2.3,1999
Othella Harrington,VAN,26,82,22,60,32.6,13.1,5.1,10.1,50.6,0.0,0.0,0.0,2.9,3.6,79.2,2.4,4.5,6.9,1.2,2.6,0.4,0.7,3.5,23.9,11,0,-5.1,1999
Rik Smits,IND,33,79,54,25,23.5,12.9,5.5,11.3,48.4,0.0,0.0,0.0,2.0,2.7,73.9,1.2,3.9,5.1,1.1,1.4,0.3,1.3,3.2,23.8,4,0,0.2,1999
Elden Campbell,CHH,31,78,45,33,32.5,12.7,4.7,10.6,44.6,0.0,0.1,0.0,3.2,4.6,69.0,2.2,5.4,7.6,1.7,1.6,0.7,1.9,3.4,30.5,20,0,1.5,1999
Raef LaFrentz,DEN,24,81,34,47,30.0,12.4,4.8,10.9,44.6,0.7,2.3,32.8,2.0,2.9,68.6,2.1,5.8,7.9,1.2,1.2,0.5,2.2,3.6,30.7,26,0,-1.0,1999
Vlade Divac,SAC,32,82,44,38,29.0,12.3,4.7,9.3,50.3,0.1,0.3,26.9,2.8,4.1,69.1,2.1,5.9,8.0,3.0,2.3,1.3,1.3,3.1,31.5,25,1,2.1,1999
Tyrone Hill,PHI,32,68,41,27,31.7,12.0,4.7,9.6,48.5,0.0,0.0,0.0,2.6,3.8,69.1,3.2,6.0,9.2,0.8,1.8,0.9,0.4,3.6,26.4,21,0,1.5,1999
Theo Ratliff,PHI,27,57,34,23,31.5,11.9,4.3,8.6,50.3,0.0,0.0,0.0,3.2,4.1,77.1,2.5,5.2,7.6,0.6,1.9,0.6,3.0,3.2,30.8,18,0,1.8,1999
Arvydas Sabonis,POR,35,66,50,16,25.5,11.8,4.6,9.1,50.5,0.1,0.3,36.8,2.5,3.0,84.3,1.5,6.3,7.8,1.8,1.5,0.7,1.2,2.8,27.8,17,0,4.5,1999
Antonio Davis,TOR,31,79,43,36,31.4,11.5,4.0,9.0,44.0,0.0,0.0,0.0,3.6,4.7,76.5,3.0,5.8,8.8,1.3,1.5,0.5,1.3,3.4,27.8,23,0,0.2,1999
Dikembe Mutombo,ATL,34,82,28,54,36.4,11.5,3.9,7.0,56.2,0.0,0.0,0.0,3.6,5.1,70.8,3.7,10.4,14.1,1.3,2.1,0.3,3.3,3.0,39.0,46,1,-1.7,1999
John Amaechi,ORL,29,80,39,41,21.1,10.5,3.8,8.8,43.7,0.0,0.1,16.7,2.8,3.6,76.6,0.8,2.6,3.3,1.2,1.7,0.4,0.5,2.0,17.2,0,0,0.1,1999
Hakeem Olajuwon,HOU,37,44,14,30,23.8,10.3,4.4,9.6,45.8,0.0,0.0,0.0,1.6,2.5,61.6,1.5,4.8,6.2,1.4,1.7,0.9,1.6,2.0,25.8,5,0,-0.8,1999
Marcus Camby,NYK,26,59,38,21,26.2,10.2,3.8,8.0,48.0,0.0,0.0,50.0,2.5,3.7,67.0,2.9,4.9,7.8,0.8,1.2,0.7,2.0,3.5,27.7,14,0,1.6,1999
Michael Olowokandi,LAC,25,80,14,66,31.2,9.8,4.1,9.5,43.7,0.0,0.0,0.0,1.5,2.4,65.1,2.4,5.8,8.2,0.5,2.2,0.4,1.8,3.8,24.7,20,0,-8.9,1999
Matt Geiger,PHI,30,65,41,24,21.6,9.7,4.0,9.1,44.1,0.0,0.1,0.0,1.7,2.2,77.9,2.4,3.6,6.0,0.6,1.4,0.4,0.3,3.0,18.7,6,0,-0.8,1999
Vitaly Potapenko,BOS,25,79,35,44,22.7,9.2,3.9,7.8,49.9,0.0,0.0,0.0,1.4,2.0,68.1,2.3,4.0,6.3,1.0,1.8,0.5,0.4,3.0,19.0,10,0,0.1,1999
Bryant Reeves,VAN,27,69,20,49,25.7,8.9,3.7,8.1,44.8,0.0,0.1,0.0,1.6,2.4,64.8,1.8,3.8,5.7,1.2,1.7,0.5,0.6,3.6,18.8,3,0,-2.9,1999
Kelvin Cato,HOU,25,65,28,37,24.3,8.7,3.3,6.2,53.7,0.0,0.1,0.0,2.1,3.2,64.9,1.6,4.4,6.0,0.4,1.1,0.5,1.9,2.7,22.7,8,0,-0.2,1999
Keon Clark,DEN,25,81,35,46,22.9,8.6,3.5,6.5,54.2,0.0,0.1,12.5,1.5,2.2,68.8,2.0,4.2,6.2,0.9,1.5,0.6,1.4,2.9,21.7,5,0,-1.0,1999
Shawn Bradley,DAL,28,77,38,39,24.7,8.4,3.5,7.2,47.9,0.0,0.1,20.0,1.5,1.9,76.5,2.1,4.4,6.5,0.8,1.0,0.9,2.5,3.4,26.5,9,0,0.9,1999
Horace Grant,SEA,34,76,43,33,35.3,8.1,3.5,7.9,44.4,0.0,0.1,0.0,1.1,1.5,72.1,2.2,5.6,7.8,2.5,0.8,0.7,0.8,2.5,24.8,12,0,1.2,1999
Carlos Rogers,HOU,29,53,16,37,20.8,8.0,3.2,6.1,52.5,0.0,0.3,7.1,1.5,2.6,59.1,1.8,3.3,5.2,0.8,1.2,0.3,0.6,1.5,16.9,5,0,-4.0,1999
Erick Dampier,GSW,24,21,6,15,23.5,8.0,3.3,8.2,40.5,0.0,0.0,0.0,1.3,2.4,52.9,2.3,4.1,6.4,0.9,1.4,0.4,0.7,3.6,18.9,4,0,-4.4,1999
Mikki Moore,DET,24,29,16,13,16.9,7.9,3.0,4.8,62.1,0.0,0.0,0.0,1.9,2.3,79.4,1.5,2.3,3.9,0.6,0.8,0.3,1.1,3.6,16.7,0,0,4.3,1999
Brad Miller,CHH,24,55,35,20,17.5,7.7,2.5,5.3,46.1,0.0,0.0,0.0,2.8,3.5,78.5,2.1,3.3,5.3,0.8,0.9,0.4,0.6,2.0,17.6,4,0,3.6,1999
Scott Williams,MIL,32,68,34,34,21.9,7.6,3.1,6.3,50.0,0.0,0.0,0.0,1.4,1.9,72.9,2.6,4.0,6.6,0.4,1.0,0.6,1.0,3.4,19.9,8,0,0.3,1999
Kevin Willis,TOR,37,79,45,34,21.3,7.6,3.0,7.2,41.5,0.0,0.0,33.3,1.7,2.1,79.9,2.5,3.6,6.1,0.6,1.2,0.5,0.6,3.2,17.8,6,0,-1.0,1999
Jahidi White,WAS,24,80,28,52,19.2,7.1,2.9,5.6,50.7,0.0,0.0,0.0,1.4,2.6,53.6,2.5,4.4,6.9,0.2,1.2,0.4,1.0,2.9,18.8,10,0,-1.4,1999
Michael Doleac,ORL,23,81,40,41,16.5,7.0,3.0,6.6,45.2,0.0,0.0,50.0,1.0,1.2,84.2,1.1,3.0,4.1,0.8,0.8,0.4,0.4,2.8,14.6,2,0,0.3,1999
Ike Austin,WAS,30,59,19,40,19.8,6.7,2.6,6.0,42.9,0.0,0.1,25.0,1.6,2.3,68.6,1.1,3.7,4.8,1.3,1.8,0.3,0.6,2.2,15.3,3,0,-3.1,1999
Terry Mills,DET,32,82,42,40,22.5,6.7,2.6,6.0,43.9,1.2,3.0,39.3,0.3,0.4,73.5,0.6,4.1,4.8,1.0,0.6,0.5,0.3,3.0,15.7,1,0,0.1,1999
Andrew DeClercq,CLE,27,82,32,50,22.2,6.6,2.7,5.4,50.8,0.0,0.0,0.0,1.1,2.0,58.8,1.9,3.5,5.4,0.7,1.3,0.8,0.8,3.4,17.5,4,0,-2.0,1999
Sam Perkins,IND,39,81,55,26,20.0,6.6,2.3,5.4,41.7,1.1,2.7,40.8,1.0,1.2,82.5,0.8,2.8,3.6,0.8,0.8,0.4,0.4,1.7,13.8,0,0,3.6,1999
Tony Battie,BOS,24,82,35,47,18.3,6.6,2.7,5.6,47.7,0.0,0.1,12.5,1.2,1.8,67.5,1.9,3.1,5.0,0.8,0.8,0.6,0.9,3.0,17.2,4,0,-0.2,1999
Don Reid,WAS,26,17,8,9,19.7,6.4,2.6,4.6,56.4,0.0,0.0,0.0,1.2,1.6,75.0,1.5,3.0,4.5,0.6,0.7,1.1,1.1,4.3,18.7,0,0,-0.1,1999
Oliver Miller,PHX,30,51,31,20,21.3,6.3,2.7,4.6,58.8,0.0,0.0,0.0,1.0,1.4,67.1,1.7,3.4,5.1,1.3,1.5,0.8,1.6,2.6,20.2,1,0,2.1,1999
Luc Longley,PHX,31,72,45,27,19.7,6.3,2.6,5.5,46.6,0.0,0.0,0.0,1.1,1.3,82.5,1.4,3.1,4.5,1.1,1.9,0.3,0.6,3.1,14.0,2,0,0.0,1999
Chris Anstey,CHI,25,73,13,60,13.8,6.0,2.2,5.0,44.2,0.0,0.1,16.7,1.6,2.0,78.9,1.2,2.6,3.8,0.9,1.1,0.4,0.3,2.5,13.1,4,0,-1.3,1999
Lorenzen Wright,ATL,24,75,27,48,16.0,6.0,2.4,4.8,49.9,0.0,0.0,33.3,1.2,1.8,64.4,1.6,2.5,4.1,0.3,0.9,0.4,0.5,2.7,13.2,0,0,-3.1,1999
Rasho Nesterovic,MIN,24,82,50,32,21.1,5.7,2.5,5.3,47.6,0.0,0.0,0.0,0.7,1.3,57.3,1.6,3.0,4.6,1.1,0.9,0.3,1.0,3.2,16.0,1,0,1.8,1999
Jamie Feick,NJN,25,81,30,51,27.7,5.7,2.2,5.2,42.8,0.0,0.0,100,1.2,1.6,70.7,3.3,6.1,9.3,0.8,0.7,0.5,0.5,2.5,20.4,11,0,-0.6,1999
Mark Bryant,CLE,35,75,29,46,22.7,5.7,2.3,4.6,50.3,0.0,0.0,0.0,1.0,1.3,80.9,1.7,3.0,4.7,0.8,1.2,0.4,0.4,3.3,13.8,1,0,-1.4,1999
Adonal Foyle,GSW,25,76,16,60,21.7,5.5,2.5,5.0,50.8,0.0,0.0,0.0,0.4,1.2,37.8,2.3,3.3,5.6,0.6,0.9,0.3,1.8,2.9,18.5,4,0,-4.6,1999
Brian Skinner,LAC,24,33,5,28,23.5,5.4,2.1,4.1,50.7,0.0,0.0,0.0,1.3,2.0,66.2,1.9,4.2,6.1,0.3,1.1,0.5,1.3,2.3,17.6,4,0,-3.4,1999
Scot Pollard,SAC,25,76,40,36,17.5,5.4,2.0,3.7,52.7,0.0,0.0,0.0,1.5,2.1,71.7,2.2,3.1,5.3,0.6,0.7,0.7,0.8,2.8,16.5,3,0,1.6,1999
